,freqs,usess,value
350,"83,00 – 84,00","MOBIL PRIN SATELIT (Pământ–
spaţiu)",1
351,"83,00 – 84,00","RADIOASTRONOMIE
Cercetare spaţială (spaţiu– Pământ)",1
352,"83,00 – 84,00",5.149 5.561A,1
353,"84,00 – 86,00","FIX 5.338A
FIX PRIN SATELIT (Pământ–
spaţiu) MOBIL
RADIOASTRONOMIE",1
354,"84,00 – 86,00",5.149,1
355,"86,00 – 92,00","EXPLORAREA PĂMÂNTULUI PRIN SATELIT (pasiv)
RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)
5.340",1
356,"92,00 – 94,00","FIX 5.338A
MOBIL",1
357,"92,00 – 94,00","RADIOASTRONOMIE
RADIOLOCAŢIE",1
358,"92,00 – 94,00",5.149,1
359,"94,00 – 94,10","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ)",1
360,"94,00 – 94,10",RADIOLOCAŢIE,1
361,"94,00 – 94,10",CERCETARE SPAŢIALĂ (activ),1
362,"94,00 – 94,10",Radioastronomie,1
363,"94,00 – 94,10",5.562 5.562A,1
364,"94,10 – 95,00","FIX MOBIL
RADIOASTRONOMIE
RADIOLOCAŢIE
5.149",1
365,"95,00 – 100,00","FIX MOBIL
RADIOASTRONOMIE RADIOLOCAŢIE RADIONAVIGAŢIE
RADIONAVIGAŢIE PRIN SATELIT
5.149 5.554",1
366,"100,00 – 102,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv) RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)
5.340 5.341",1
367,"102,00 – 105,00","FIX MOBIL
RADIOASTRONOMIE
5.149 5.341",1
368,"105,00 – 109,50","FIX MOBIL
RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv) 5.562B
5.149 5.341",1
369,"109,50 – 111,80","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
RADIOASTRONOMIE",1
370,"109,50 – 111,80",CERCETARE SPAŢIALĂ (pasiv),1
371,"109,50 – 111,80",5.340 5.341,1
372,"111,80 – 114,25",FIX,1
373,"111,80 – 114,25",MOBIL,1
374,"111,80 – 114,25",RADIOASTRONOMIE,1
375,"111,80 – 114,25","CERCETARE SPAŢIALĂ (pasiv)
5.562B",1
376,"111,80 – 114,25",5.149 5.341,1
377,"114,25 – 116,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
RADIOASTRONOMIE",1
378,"114,25 – 116,00",CERCETARE SPAŢIALĂ (pasiv),1
379,"114,25 – 116,00",5.340 5.341,1
380,"116,00 – 119,98","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
381,"116,00 – 119,98",INTERSATELIŢI 5.562C,1
382,"116,00 – 119,98",5.341,1
383,"119,98 – 120,02","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
384,"119,98 – 120,02",INTERSATELIŢI 5.562C,1
385,"119,98 – 120,02",5.341,1
386,"120,02 – 122,25","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
387,"120,02 – 122,25",INTERSATELIŢI 5.562C,1
388,"120,02 – 122,25",CERCETARE SPAŢIALĂ (pasiv),1
389,"120,02 – 122,25",5.138,1
390,"122,25 – 123,00",FIX,1
391,"122,25 – 123,00",INTERSATELIŢI,1
392,"122,25 – 123,00",MOBIL 5.558,1
393,"122,25 – 123,00",Amator,1
394,"122,25 – 123,00",Amator prin satelit,1
395,"122,25 – 123,00",5.138,1
396,"123,00 – 130,00","FIX PRIN SATELIT (spaţiu–
Pământ)
MOBIL PRIN SATELIT (spaţiu–
Pământ)",1
397,"123,00 – 130,00",RADIONAVIGAŢIE,1
398,"123,00 – 130,00","RADIONAVIGAŢIE PRIN
SATELIT",1
399,"123,00 – 130,00",Radioastronomie,1
400,"123,00 – 130,00",5.149 5.554,1
401,"130,00 – 134,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (activ) 5.562E",1
402,"130,00 – 134,00",FIX,1
403,"130,00 – 134,00",INTERSATELIŢI,1
404,"130,00 – 134,00",MOBIL 5.558,1
405,"130,00 – 134,00",RADIOASTRONOMIE,1
406,"130,00 – 134,00",5.149 5.562A,1
407,"134,00 – 136,00","AMATOR
AMATOR PRIN SATELIT
Radioastronomie",1
408,"136,00 – 141,00",RADIOASTRONOMIE,1
409,"136,00 – 141,00",RADIOLOCAŢIE,1
410,"136,00 – 141,00",Amator,1
411,"136,00 – 141,00",Amator prin satelit,1
412,"136,00 – 141,00",5.149,1
413,"141,00 – 148,50",FIX,1
414,"141,00 – 148,50",MOBIL,1
415,"141,00 – 148,50",RADIOASTRONOMIE,1
416,"141,00 – 148,50",RADIOLOCAŢIE,1
417,"141,00 – 148,50",5.149,1
418,"148,50 – 151,50","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
RADIOASTRONOMIE",1
419,"148,50 – 151,50","CERCETARE SPAŢIALĂ (pasiv)
5.340",1
420,"151,50 – 155,50",FIX,1
421,"151,50 – 155,50",MOBIL,1
422,"151,50 – 155,50",RADIOASTRONOMIE,1
423,"151,50 – 155,50",RADIOLOCAŢIE,1
424,"151,50 – 155,50",5.149,1
425,"155,50 – 158,50","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
426,"155,50 – 158,50",FIX,1
427,"155,50 – 158,50",MOBIL,1
428,"155,50 – 158,50",RADIOASTRONOMIE,1
429,"155,50 – 158,50","CERCETARE SPAŢIALĂ (pasiv)
5.562B",1
430,"155,50 – 158,50",5.149  5.562F  5.562G,1
431,"158,50 – 164,00",FIX,1
432,"158,50 – 164,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
433,"158,50 – 164,00",MOBIL,1
434,"158,50 – 164,00","MOBIL PRIN SATELIT (spaţiu–
Pământ)",1
435,"164,00 – 167,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv) RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)",1
436,"164,00 – 167,00",5.340,1
437,"167,00 – 174,50",FIX,1
438,"167,00 – 174,50","FIX PRIN SATELIT (spaţiu–
Pământ)",1
439,"167,00 – 174,50",INTERSATELIŢI,1
440,"167,00 – 174,50",MOBIL 5.558,1
441,"167,00 – 174,50",5.149,1
442,"174,50 – 174,80","FIX
INTERSATELIŢI
MOBIL 5.558",1
443,"174,80 – 182,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
INTERSATELIŢI  5.562H
CERCETARE SPAŢIALĂ (pasiv)",1
444,"182,00 – 185,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv) RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)
5.340",1
445,"185,00 – 190,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
INTERSATELIŢI 5.562H CERCETARE SPAŢIALĂ (pasiv)",1
446,"190,00 – 191,80","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
CERCETARE SPAŢIALĂ (pasiv)
5.340",1
447,"191,80 – 200,00","FIX INTERSATELIŢI MOBIL 5.558
MOBIL PRIN SATELIT
RADIONAVIGAŢIE
RADIONAVIGAŢIE PRIN
SATELIT
5.149 5.341 5.554",1
448,"200,00 – 202,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv) RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)
5.340 5.341 5.563A",1
449,"202,00 – 209,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv) RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)",1
450,"202,00 – 209,00",5.340 5.341 5.563A,1
451,"209,00 – 217,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)",1
452,"209,00 – 217,00",MOBIL,1
453,"209,00 – 217,00",RADIOASTRONOMIE,1
454,"209,00 – 217,00",5.149 5.341,1
455,"217,00 – 226,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)",1
456,"217,00 – 226,00",MOBIL,1
457,"217,00 – 226,00",RADIOASTRONOMIE,1
458,"217,00 – 226,00","CERCETARE SPAŢIALĂ (pasiv)
5.562B",1
459,"217,00 – 226,00",5.149 5.341,1
460,"226,00 – 231,50","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)",1
461,"226,00 – 231,50",RADIOASTRONOMIE,1
462,"226,00 – 231,50",CERCETARE SPAŢIALĂ (pasiv),1
463,"226,00 – 231,50",5.340,1
464,"231,50 – 232,00","FIX MOBIL
Radiolocaţie",1
465,"232,00 – 235,00",FIX,1
466,"232,00 – 235,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
467,"232,00 – 235,00",MOBIL,1
468,"232,00 – 235,00",Radiolocaţie,1
469,"235,00 – 238,00","EXPLORAREA PĂMÂNTULUI
PRIN SATELIT (pasiv)
FIX PRIN SATELIT (spaţiu–
Pământ)
CERCETARE SPAŢIALĂ (pasiv)",1
470,"235,00 – 238,00",5.563A 5.563B,1
471,"238,00 – 240,00",FIX,1
472,"238,00 – 240,00","FIX PRIN SATELIT (spaţiu–
Pământ)",1
473,"238,00 – 240,00",MOBIL,1
474,"238,00 – 240,00",RADIOLOCAŢIE,1
475,"238,00 – 240,00",RADIONAVIGAŢIE,1
476,"238,00 – 240,00","RADIONAVIGAŢIE PRIN
SATELIT",1
477,"240,00 – 241,00","FIX MOBIL
RADIOLOCAŢIE",1
478,"241,00 – 248,00",RADIOASTRONOMIE,1
479,"241,00 – 248,00","RADIOLOCAŢIE
Amator
Amator prin satelit",1
480,"241,00 – 248,00",5.138 5.149,1
481,"248,00 – 250,00","AMATOR
AMATOR PRIN SATELIT
Radioastronomie 5.149",1
482,"250,00 – 252,00","EXPLORAREA PĂMÂNTULUI PRIN SATELIT (pasiv)
RADIOASTRONOMIE
CERCETARE SPAŢIALĂ (pasiv)
5.340 5.563A",1
483,"252,00 – 265,00","FIX MOBIL
MOBIL PRIN SATELIT (Pământ–
spaţiu) RADIOASTRONOMIE RADIONAVIGAŢIE
RADIONAVIGAŢIE PRIN SATELIT
5.149 5.554",1
484,"265,00 – 275,00","FIX
FIX PRIN SATELIT (Pământ–
spaţiu)
MOBIL RADIOASTRONOMIE
5.149 5.563A",1
485,"275,00 – 1000,00","Neatribuit
5.565",1
